23, 0, 77
77, 23, 0
77, 0, 23
0, 76, 24
0, 24, 76
24, 76, 0
24, 0, 76
76, 24, 0
76, 0, 24
0, 75, 25
0, 25, 75
25, 75, 0
25, 0, 75
75, 25, 0
75, 0, 25
0, 74, 26
0, 26, 74
26, 74, 0
26, 0, 74
74, 26, 0
74, 0, 26
0, 73, 27
0, 27, 73
27, 73, 0
27, 0, 73
73, 27, 0
73, 0, 27
0, 72, 28
0, 28, 72
28, 72, 0
28, 0, 72
72, 28, 0
72, 0, 28
0, 71, 29
0, 29, 71
29, 71, 0
29, 0, 71
71, 29, 0
71, 0, 29
0, 70, 30
0, 30, 70
30, 70, 0
30, 0, 70
70, 30, 0
70, 0, 30
0, 69, 31
0, 31, 69
31, 69, 0
31, 0, 69
69, 31, 0
69, 0, 31
0, 68, 32
0, 32, 68
32, 68, 0
32, 0, 68
68, 32, 0
68, 0, 32
0, 67, 33
0, 33, 67
33, 67, 0
33, 0, 67
67, 33, 0
67, 0, 33
0, 66, 34
0, 34, 66
34, 66, 0
34, 0, 66
66, 34, 0
66, 0, 34
0, 65, 35
0, 35, 65
35, 65, 0
35, 0, 65
65, 35, 0
65, 0, 35
0, 64, 36
0, 36, 64
36, 64, 0
36, 0, 64
64, 36, 0
64, 0, 36
0, 63, 37
0, 37, 63
37, 63, 0
37, 0, 63
63, 37, 0
63, 0, 37
0, 62, 38
0, 38, 62
38, 62, 0
38, 0, 62
62, 38, 0
62, 0, 38
0, 61, 39
0, 39, 61
39, 61, 0
39, 0, 61
61, 39, 0
61, 0, 39
0, 60, 40
0, 40, 60
40, 60, 0
40, 0, 60
60, 40, 0
60, 0, 40
0, 59, 41
0, 41, 59
41, 59, 0
41, 0, 59
59, 41, 0
59, 0, 41
0, 58, 42
0, 42, 58
42, 58, 0
42, 0, 58
58, 42, 0
58, 0, 42
0, 57, 43
0, 43, 57
43, 57, 0
43, 0, 57
57, 43, 0
57, 0, 43
0, 56, 44
0, 44, 56
44, 56, 0
44, 0, 56
56, 44, 0
56, 0, 44
0, 55, 45
0, 45, 55
45, 55, 0
45, 0, 55
55, 45, 0
55, 0, 45
0, 54, 46
0, 46, 54
46, 54, 0
46, 0, 54
54, 46, 0
54, 0, 46
0, 53, 47
0, 47, 53
47, 53, 0
47, 0, 53
53, 47, 0
53, 0, 47
0, 52, 48
0, 48, 52
48, 52, 0
48, 0, 52
52, 48, 0
52, 0, 48
0, 51, 49
0, 49, 51
49, 51, 0
49, 0, 51
51, 49, 0
51, 0, 49
0, 50, 50
50, 50, 0
50, 0, 50
1, 98, 1
1, 1, 98
98, 1, 1
1, 97, 2
1, 2, 97
2, 97, 1
2, 1, 97
97, 2, 1
97, 1, 2
1, 96, 3
1, 3, 96
3, 96, 1
3, 1, 96
96, 3, 1
96, 1, 3
1, 95, 4
1, 4, 95
4, 95, 1
4, 1, 95
95, 4, 1
95, 1, 4
1, 94, 5
1, 5, 94
5, 94, 1
5, 1, 94
94, 5, 1
94, 1, 5
1, 93, 6
1, 6, 93
6, 93, 1
6, 1, 93
93, 6, 1
93, 1, 6
1, 92, 7
1, 7, 92
7, 92, 1
7, 1, 92
92, 7, 1
92, 1, 7
1, 91, 8
1, 8, 91
8, 91, 1
8, 1, 91
91, 8, 1
91, 1, 8
1, 90, 9
1, 9, 90
9, 90, 1
9, 1, 90
90, 9, 1
90, 1, 9
1, 89, 10
1, 10, 89
10, 89, 1
10, 1, 89
89, 10, 1
89, 1, 10
1, 88, 11
1, 11, 88
11, 88, 1
11, 1, 88
88, 11, 1
88, 1, 11
1, 87, 12
1, 12, 87
12, 87, 1
12, 1, 87
87, 12, 1
87, 1, 12
1, 86, 13
1, 13, 86
13, 86, 1
13, 1, 86
86, 13, 1
86, 1, 13
1, 85, 14
1, 14, 85
14, 85, 1
14, 1, 85
85, 14, 1
85, 1, 14
1, 84, 15
1, 15, 84
15, 84, 1
15, 1, 84
84, 15, 1
84, 1, 15
1, 83, 16
1, 16, 83
16, 83, 1
16, 1, 83
83, 16, 1
83, 1, 16
1, 82, 17
1, 17, 82
17, 82, 1
17, 1, 82
82, 17, 1
82, 1, 17
1, 81, 18
1, 18, 81
18, 81, 1
18, 1, 81
81, 18, 1
81, 1, 18
1, 80, 19
1, 19, 80
19, 80, 1
19, 1, 80
80, 19, 1
80, 1, 19
1, 79, 20
1, 20, 79
20, 79, 1
20, 1, 79
79, 20, 1
79, 1, 20
1, 78, 21
1, 21, 78
21, 78, 1
21, 1, 78
78, 21, 1
78, 1, 21
1, 77, 22
1, 22, 77
22, 77, 1
22, 1, 77
77, 22, 1
77, 1, 22
1, 76, 23
1, 23, 76
23, 76, 1
23, 1, 76
76, 23, 1
76, 1, 23
1, 75, 24
1, 24, 75
24, 75, 1
24, 1, 75
75, 24, 1
75, 1, 24
1, 74, 25
1, 25, 74
25, 74, 1
25, 1, 74
74, 25, 1
74, 1, 25
1, 73, 26
1, 26, 73
26, 73, 1
26, 1, 73
73, 26, 1
73, 1, 26
1, 72, 27
1, 27, 72
27, 72, 1
27, 1, 72
72, 27, 1
72, 1, 27
1, 71, 28
1, 28, 71
28, 71, 1
28, 1, 71
71, 28, 1
71, 1, 28
1, 70, 29
1, 29, 70
29, 70, 1
29, 1, 70
70, 29, 1
70, 1, 29
1, 69, 30
1, 30, 69
30, 69, 1
30, 1, 69
69, 30, 1
69, 1, 30
1, 68, 31
1, 31, 68
31, 68, 1
31, 1, 68
68, 31, 1
68, 1, 31
1, 67, 32
1, 32, 67
32, 67, 1
32, 1, 67
67, 32, 1
67, 1, 32
1, 66, 33
1, 33, 66
33, 66, 1
33, 1, 66
66, 33, 1
66, 1, 33
1, 65, 34
1, 34, 65
34, 65, 1
34, 1, 65
65, 34, 1
65, 1, 34
1, 64, 35
1, 35, 64
35, 64, 1
35, 1, 64
64, 35, 1
64, 1, 35
1, 63, 36
1, 36, 63
36, 63, 1
36, 1, 63
63, 36, 1
63, 1, 36
1, 62, 37
1, 37, 62
37, 62, 1
37, 1, 62
62, 37, 1
62, 1, 37
1, 61, 38
1, 38, 61
38, 61, 1
38, 1, 61
61, 38, 1
61, 1, 38
1, 60, 39
1, 39, 60
39, 60, 1
39, 1, 60
60, 39, 1
60, 1, 39
1, 59, 40
1, 40, 59
40, 59, 1
40, 1, 59
59, 40, 1
59, 1, 40
1, 58, 41
1, 41, 58
41, 58, 1
41, 1, 58
58, 41, 1
58, 1, 41
1, 57, 42
1, 42, 57
42, 57, 1
42, 1, 57
57, 42, 1
57, 1, 42
1, 56, 43
1, 43, 56
43, 56, 1
43, 1, 56
56, 43, 1
56, 1, 43
1, 55, 44
1, 44, 55
44, 55, 1
44, 1, 55
55, 44, 1
55, 1, 44
1, 54, 45
1, 45, 54
45, 54, 1
45, 1, 54
54, 45, 1
54, 1, 45
1, 53, 46
1, 46, 53
46, 53, 1
46, 1, 53
53, 46, 1
53, 1, 46
1, 52, 47
1, 47, 52
47, 52, 1
47, 1, 52
52, 47, 1
52, 1, 47
1, 51, 48
1, 48, 51
48, 51, 1
48, 1, 51
51, 48, 1
51, 1, 48
1, 50, 49
1, 49, 50
49, 50, 1
49, 1, 50
50, 49, 1
50, 1, 49
2, 96, 2
2, 2, 96
96, 2, 2
2, 95, 3
2, 3, 95
3, 95, 2
3, 2, 95
95, 3, 2
95, 2, 3
2, 94, 4
2, 4, 94
4, 94, 2
4, 2, 94
94, 4, 2
94, 2, 4
2, 93, 5
2, 5, 93
5, 93, 2
5, 2, 93
93, 5, 2
93, 2, 5
2, 92, 6
2, 6, 92
6, 92, 2
6, 2, 92
92, 6, 2
92, 2, 6
2, 91, 7
2, 7, 91
7, 91, 2
7, 2, 91
91, 7, 2
91, 2, 7
2, 90, 8
2, 8, 90
8, 90, 2
8, 2, 90
90, 8, 2
90, 2, 8
2, 89, 9
2, 9, 89
9, 89, 2
9, 2, 89
89, 9, 2
89, 2, 9
2, 88, 10
2, 10, 88
10, 88, 2
10, 2, 88
88, 10, 2
88, 2, 10
2, 87, 11
2, 11, 87
11, 87, 2
11, 2, 87
87, 11, 2
87, 2, 11
2, 86, 12
2, 12, 86
12, 86, 2
12, 2, 86
86, 12, 2
86, 2, 12
2, 85, 13
2, 13, 85
13, 85, 2
13, 2, 85
85, 13, 2
85, 2, 13
2, 84, 14
2, 14, 84
14, 84, 2
14, 2, 84
84, 14, 2
84, 2, 14
2, 83, 15
2, 15, 83
15, 83, 2
15, 2, 83
83, 15, 2
83, 2, 15
2, 82, 16
2, 16, 82
16, 82, 2
16, 2, 82
82, 16, 2
82, 2, 16
2, 81, 17
2, 17, 81
17, 81, 2
17, 2, 81
81, 17, 2
81, 2, 17
2, 80, 18
2, 18, 80
18, 80, 2
18, 2, 80
80, 18, 2
80, 2, 18
2, 79, 19
2, 19, 79
19, 79, 2
19, 2, 79
79, 19, 2
79, 2, 19
2, 78, 20
2, 20, 78
20, 78, 2
20, 2, 78
78, 20, 2
78, 2, 20
2, 77, 21
2, 21, 77
21, 77, 2
21, 2, 77
77, 21, 2
77, 2, 21
2, 76, 22
2, 22, 76
22, 76, 2
22, 2, 76
76, 22, 2
76, 2, 22
2, 75, 23
2, 23, 75
23, 75, 2
23, 2, 75
75, 23, 2
75, 2, 23
2, 74, 24
2, 24, 74
24, 74, 2
24, 2, 74
74, 24, 2
74, 2, 24
2, 73, 25
2, 25, 73
25, 73, 2
25, 2, 73
73, 25, 2
73, 2, 25
2, 72, 26
2, 26, 72
26, 72, 2
26, 2, 72
72, 26, 2
72, 2, 26
2, 71, 27
2, 27, 71
27, 71, 2
27, 2, 71
71, 27, 2
71, 2, 27
2, 70, 28
2, 28, 70
28, 70, 2
28, 2, 70
70, 28, 2
70, 2, 28
2, 69, 29
2, 29, 69
29, 69, 2
29, 2, 69
69, 29, 2
69, 2, 29
2, 68, 30
2, 30, 68
30, 68, 2
30, 2, 68
68, 30, 2
68, 2, 30
2, 67, 31
2, 31, 67
31, 67, 2
31, 2, 67
67, 31, 2
67, 2, 31
2, 66, 32
2, 32, 66
32, 66, 2
32, 2, 66
66, 32, 2
66, 2, 32
2, 65, 33
2, 33, 65
33, 65, 2
33, 2, 65
65, 33, 2
65, 2, 33
2, 64, 34
2, 34, 64
34, 64, 2
34, 2, 64
64, 34, 2
64, 2, 34
2, 63, 35
2, 35, 63
35, 63, 2
35, 2, 63
63, 35, 2
63, 2, 35
2, 62, 36
2, 36, 62
36, 62, 2
36, 2, 62
62, 36, 2
62, 2, 36
2, 61, 37
2, 37, 61
37, 61, 2
37, 2, 61
61, 37, 2
61, 2, 37
2, 60, 38
2, 38, 60
38, 60, 2
38, 2, 60
60, 38, 2
60, 2, 38
2, 59, 39
2, 39, 59
39, 59, 2
39, 2, 59
59, 39, 2
59, 2, 39
2, 58, 40
2, 40, 58
40, 58, 2
40, 2, 58
58, 40, 2
58, 2, 40
2, 57, 41
2, 41, 57
41, 57, 2
41, 2, 57
57, 41, 2
57, 2, 41
2, 56, 42
2, 42, 56
42, 56, 2
42, 2, 56
56, 42, 2
56, 2, 42
2, 55, 43
2, 43, 55
43, 55, 2
43, 2, 55
55, 43, 2
55, 2, 43
2, 54, 44
2, 44, 54
44, 54, 2
44, 2, 54
54, 44, 2
54, 2, 44
2, 53, 45
2, 45, 53
45, 53, 2
45, 2, 53
53, 45, 2
53, 2, 45
2, 52, 46
2, 46, 52
46, 52, 2
46, 2, 52
52, 46, 2
52, 2, 46
2, 51, 47
2, 47, 51
47, 51, 2
47, 2, 51
51, 47, 2
51, 2, 47
2, 50, 48
2, 48, 50
48, 50, 2
48, 2, 50
50, 48, 2
50, 2, 48
2, 49, 49
49, 49, 2
49, 2, 49
3, 94, 3
3, 3, 94
94, 3, 3
3, 93, 4
3, 4, 93
4, 93, 3
4, 3, 93
93, 4, 3
93, 3, 4
3, 92, 5
3, 5, 92
5, 92, 3
5, 3, 92
92, 5, 3
92, 3, 5
3, 91, 6
3, 6, 91
6, 91, 3
6, 3, 91
91, 6, 3
91, 3, 6
3, 90, 7
3, 7, 90
7, 90, 3
7, 3, 90
90, 7, 3
90, 3, 7
3, 89, 8
3, 8, 89
8, 89, 3
8, 3, 89
89, 8, 3
89, 3, 8
3, 88, 9
3, 9, 88
9, 88, 3
9, 3, 88
88, 9, 3
88, 3, 9
3, 87, 10
3, 10, 87
10, 87, 3
10, 3, 87
87, 10, 3
87, 3, 10
3, 86, 11
3, 11, 86
11, 86, 3
11, 3, 86
86, 11, 3
86, 3, 11
3, 85, 12
3, 12, 85
12, 85, 3
12, 3, 85
85, 12, 3
85, 3, 12
3, 84, 13
3, 13, 84
13, 84, 3
13, 3, 84
84, 13, 3
84, 3, 13
3, 83, 14
3, 14, 83
14, 83, 3
14, 3, 83
83, 14, 3
83, 3, 14
3, 82, 15
3, 15, 82
15, 82, 3
15, 3, 82
82, 15, 3
82, 3, 15
3, 81, 16
3, 16, 81
16, 81, 3
16, 3, 81
81, 16, 3
81, 3, 16
3, 80, 17
3, 17, 80
17, 80, 3
17, 3, 80
80, 17, 3
80, 3, 17
3, 79, 18
3, 18, 79
18, 79, 3
18, 3, 79
79, 18, 3
79, 3, 18
3, 78, 19
3, 19, 78
19, 78, 3
19, 3, 78
78, 19, 3
78, 3, 19
3, 77, 20
3, 20, 77
20, 77, 3
20, 3, 77
77, 20, 3
77, 3, 20
3, 76, 21
3, 21, 76
21, 76, 3
21, 3, 76
76, 21, 3
76, 3, 21
3, 75, 22
3, 22, 75
22, 75, 3
22, 3, 75
75, 22, 3
75, 3, 22
3, 74, 23
3, 23, 74
23, 74, 3
23, 3, 74
74, 23, 3
74, 3, 23
3, 73, 24
3, 24, 73
24, 73, 3
24, 3, 73
73, 24, 3
73, 3, 24
3, 72, 25
3, 25, 72
25, 72, 3
25, 3, 72
72, 25, 3
72, 3, 25
3, 71, 26
3, 26, 71
26, 71, 3
26, 3, 71
71, 26, 3
71, 3, 26
3, 70, 27
3, 27, 70
27, 70, 3
27, 3, 70
70, 27, 3
70, 3, 27
3, 69, 28
3, 28, 69
28, 69, 3
28, 3, 69
69, 28, 3
69, 3, 28
3, 68, 29
3, 29, 68
29, 68, 3
29, 3, 68
68, 29, 3
68, 3, 29
3, 67, 30
3, 30, 67
30, 67, 3
30, 3, 67
67, 30, 3
67, 3, 30
3, 66, 31
3, 31, 66
31, 66, 3
31, 3, 66
66, 31, 3
66, 3, 31
3, 65, 32
3, 32, 65
32, 65, 3
32, 3, 65
65, 32, 3
65, 3, 32
3, 64, 33
3, 33, 64
33, 64, 3
33, 3, 64
64, 33, 3
64, 3, 33
3, 63, 34
3, 34, 63
34, 63, 3
34, 3, 63
63, 34, 3
63, 3, 34
3, 62, 35
3, 35, 62
35, 62, 3
35, 3, 62
62, 35, 3
62, 3, 35
3, 61, 36
3, 36, 61
36, 61, 3
36, 3, 61
61, 36, 3
61, 3, 36
3, 60, 37
3, 37, 60
37, 60, 3
37, 3, 60
60, 37, 3
60, 3, 37
3, 59, 38
3, 38, 59
38, 59, 3
38, 3, 59
59, 38, 3
59, 3, 38
3, 58, 39
3, 39, 58
39, 58, 3
39, 3, 58
58, 39, 3
58, 3, 39
3, 57, 40
3, 40, 57
40, 57, 3
40, 3, 57
57, 40, 3
57, 3, 40
3, 56, 41
3, 41, 56
41, 56, 3
41, 3, 56
56, 41, 3
56, 3, 41
3, 55, 42
3, 42, 55
42, 55, 3
42, 3, 55
55, 42, 3
55, 3, 42
3, 54, 43
3, 43, 54
43, 54, 3
43, 3, 54
54, 43, 3
54, 3, 43
3, 53, 44
3, 44, 53
44, 53, 3
44, 3, 53
53, 44, 3
53, 3, 44
3, 52, 45
3, 45, 52
45, 52, 3
45, 3, 52
52, 45, 3
52, 3, 45
3, 51, 46
3, 46, 51
46, 51, 3
46, 3, 51
51, 46, 3
51, 3, 46
3, 50, 47
3, 47, 50
47, 50, 3
47, 3, 50
50, 47, 3
50, 3, 47
3, 49, 48
3, 48, 49
48, 49, 3
48, 3, 49
49, 48, 3
49, 3, 48
4, 92, 4
4, 4, 92
92, 4, 4
4, 91, 5
4, 5, 91
5, 91, 4
5, 4, 91
91, 5, 4
91, 4, 5
4, 90, 6
4, 6, 90
6, 90, 4
6, 4, 90
90, 6, 4
90, 4, 6
4, 89, 7
4, 7, 89
7, 89, 4
7, 4, 89
89, 7, 4
89, 4, 7
4, 88, 8
4, 8, 88
8, 88, 4
8, 4, 88
88, 8, 4
88, 4, 8
4, 87, 9
4, 9, 87
9, 87, 4
9, 4, 87
87, 9, 4
87, 4, 9
4, 86, 10
4, 10, 86
10, 86, 4
10, 4, 86
86, 10, 4
86, 4, 10
4, 85, 11
4, 11, 85
11, 85, 4
11, 4, 85
85, 11, 4
85, 4, 11
4, 84, 12
4, 12, 84
12, 84, 4
12, 4, 84
84, 12, 4
84, 4, 12
4, 83, 13
4, 13, 83
13, 83, 4
13, 4, 83
83, 13, 4
83, 4, 13
4, 82, 14
4, 14, 82
14, 82, 4
14, 4, 82
82, 14, 4
82, 4, 14
4, 81, 15
4, 15, 81
15, 81, 4
15, 4, 81
81, 15, 4
81, 4, 15
4, 80, 16
4, 16, 80
16, 80, 4
16, 4, 80
80, 16, 4
80, 4, 16
4, 79, 17
4, 17, 79
17, 79, 4
17, 4, 79
79, 17, 4
79, 4, 17
4, 78, 18
4, 18, 78
18, 78, 4
18, 4, 78
78, 18, 4
78, 4, 18
4, 77, 19
4, 19, 77
19, 77, 4
19, 4, 77
77, 19, 4
77, 4, 19
4, 76, 20
4, 20, 76
20, 76, 4
20, 4, 76
76, 20, 4
76, 4, 20
4, 75, 21
4, 21, 75
21, 75, 4
21, 4, 75
75, 21, 4
75, 4, 21
4, 74, 22
4, 22, 74
22, 74, 4
22, 4, 74
74, 22, 4
74, 4, 22
4, 73, 23
4, 23, 73
23, 73, 4
23, 4, 73
73, 23, 4
73, 4, 23
4, 72, 24
4, 24, 72
24, 72, 4
24, 4, 72
72, 24, 4
72, 4, 24
4, 71, 25
4, 25, 71
25, 71, 4
25, 4, 71
71, 25, 4
71, 4, 25
4, 70, 26
4, 26, 70
26, 70, 4
26, 4, 70
70, 26, 4
70, 4, 26
4, 69, 27
4, 27, 69
27, 69, 4
27, 4, 69
69, 27, 4
69, 4, 27
4, 68, 28
4, 28, 68
28, 68, 4
28, 4, 68
68, 28, 4
68, 4, 28
4, 67, 29
4, 29, 67
29, 67, 4
29, 4, 67
67, 29, 4
67, 4, 29
4, 66, 30
4, 30, 66
30, 66, 4
30, 4, 66
66, 30, 4
66, 4, 30
4, 65, 31
4, 31, 65
31, 65, 4
31, 4, 65
65, 31, 4
65, 4, 31
4, 64, 32
4, 32, 64
32, 64, 4
32, 4, 64
64, 32, 4
64, 4, 32
4, 63, 33
4, 33, 63
33, 63, 4
33, 4, 63
63, 33, 4
63, 4, 33
4, 62, 34
4, 34, 62
34, 62, 4
34, 4, 62
62, 34, 4
62, 4, 34
4, 61, 35
4, 35, 61
35, 61, 4
35, 4, 61
61, 35, 4
61, 4, 35
4, 60, 36
4, 36, 60
36, 60, 4
36, 4, 60
60, 36, 4
60, 4, 36
4, 59, 37
4, 37, 59
37, 59, 4
37, 4, 59
59, 37, 4
59, 4, 37
4, 58, 38
4, 38, 58
38, 58, 4
38, 4, 58
58, 38, 4
58, 4, 38
4, 57, 39
4, 39, 57
39, 57, 4
39, 4, 57
57, 39, 4
57, 4, 39
4, 56, 40
4, 40, 56
40, 56, 4
40, 4, 56
56, 40, 4
56, 4, 40
4, 55, 41
4, 41, 55
41, 55, 4
41, 4, 55
55, 41, 4
55, 4, 41
4, 54, 42
4, 42, 54
42, 54, 4
42, 4, 54
54, 42, 4
54, 4, 42
4, 53, 43
4, 43, 53
43, 53, 4
43, 4, 53
53, 43, 4
53, 4, 43
4, 52, 44
4, 44, 52
44, 52, 4
44, 4, 52
52, 44, 4
52, 4, 44
4, 51, 45
4, 45, 51
45, 51, 4
45, 4, 51
51, 45, 4
51, 4, 45
4, 50, 46
4, 46, 50
46, 50, 4
46, 4, 50
50, 46, 4
50, 4, 46
4, 49, 47
4, 47, 49
47, 49, 4
47, 4, 49
49, 47, 4
49, 4, 47
4, 48, 48
48, 48, 4
48, 4, 48
5, 90, 5
5, 5, 90
90, 5, 5
5, 89, 6
5, 6, 89
6, 89, 5
6, 5, 89
89, 6, 5
89, 5, 6
5, 88, 7
5, 7, 88
7, 88, 5
7, 5, 88
88, 7, 5
88, 5, 7
5, 87, 8
5, 8, 87
8, 87, 5
8, 5, 87
87, 8, 5
87, 5, 8
5, 86, 9
5, 9, 86
9, 86, 5
9, 5, 86
86, 9, 5
86, 5, 9
5, 85, 10
5, 10, 85
10, 85, 5
10, 5, 85
85, 10, 5
85, 5, 10
5, 84, 11
5, 11, 84
11, 84, 5
11, 5, 84
84, 11, 5
84, 5, 11
5, 83, 12
5, 12, 83
12, 83, 5
12, 5, 83
83, 12, 5
83, 5, 12
5, 82, 13
5, 13, 82
13, 82, 5
13, 5, 82
82, 13, 5
82, 5, 13
5, 81, 14
5, 14, 81
14, 81, 5
14, 5, 81
81, 14, 5
81, 5, 14
5, 80, 15
5, 15, 80
15, 80, 5
15, 5, 80
80, 15, 5
80, 5, 15
5, 79, 16
5, 16, 79
16, 79, 5
16, 5, 79
79, 16, 5
79, 5, 16
5, 78, 17
5, 17, 78
17, 78, 5
17, 5, 78
78, 17, 5
78, 5, 17
5, 77, 18
5, 18, 77
18, 77, 5
18, 5, 77
77, 18, 5
77, 5, 18
5, 76, 19
5, 19, 76
19, 76, 5
19, 5, 76
76, 19, 5
76, 5, 19
5, 75, 20
5, 20, 75
20, 75, 5
20, 5, 75
75, 20, 5
75, 5, 20
5, 74, 21
5, 21, 74
21, 74, 5
21, 5, 74
74, 21, 5
74, 5, 21
5, 73, 22
5, 22, 73
22, 73, 5
22, 5, 73
73, 22, 5
73, 5, 22
5, 72, 23
5, 23, 72
23, 72, 5
23, 5, 72
72, 23, 5
72, 5, 23
5, 71, 24
5, 24, 71
24, 71, 5
24, 5, 71
71, 24, 5
71, 5, 24
5, 70, 25
5, 25, 70
25, 70, 5
25, 5, 70
70, 25, 5
70, 5, 25
5, 69, 26
5, 26, 69
26, 69, 5
26, 5, 69
69, 26, 5
69, 5, 26
5, 68, 27
5, 27, 68
27, 68, 5
27, 5, 68
68, 27, 5
68, 5, 27
5, 67, 28
5, 28, 67
28, 67, 5
28, 5, 67
67, 28, 5
67, 5, 28
5, 66, 29
5, 29, 66
29, 66, 5
29, 5, 66
66, 29, 5
66, 5, 29
5, 65, 30
5, 30, 65
30, 65, 5
30, 5, 65
65, 30, 5
65, 5, 30
5, 64, 31
5, 31, 64
31, 64, 5
31, 5, 64
64, 31, 5
64, 5, 31
5, 63, 32
5, 32, 63
32, 63, 5
32, 5, 63
63, 32, 5
63, 5, 32
5, 62, 33
5, 33, 62
33, 62, 5
33, 5, 62
62, 33, 5
62, 5, 33
5, 61, 34
5, 34, 61
34, 61, 5
34, 5, 61
61, 34, 5
61, 5, 34
5, 60, 35
5, 35, 60
35, 60, 5
35, 5, 60
60, 35, 5
60, 5, 35
5, 59, 36
5, 36, 59
36, 59, 5
36, 5, 59
59, 36, 5
59, 5, 36
5, 58, 37
5, 37, 58
37, 58, 5
37, 5, 58
58, 37, 5
58, 5, 37
5, 57, 38
5, 38, 57
38, 57, 5
38, 5, 57
57, 38, 5
57, 5, 38
5, 56, 39
5, 39, 56
39, 56, 5
39, 5, 56
56, 39, 5
56, 5, 39
5, 55, 40
5, 40, 55
40, 55, 5
40, 5, 55
55, 40, 5
55, 5, 40
5, 54, 41
5, 41, 54
41, 54, 5
41, 5, 54
54, 41, 5
54, 5, 41
5, 53, 42
5, 42, 53
42, 53, 5
42, 5, 53
53, 42, 5
53, 5, 42
5, 52, 43
5, 43, 52
43, 52, 5
43, 5, 52
52, 43, 5
52, 5, 43
5, 51, 44
5, 44, 51
44, 51, 5
44, 5, 51
51, 44, 5
51, 5, 44
5, 50, 45
5, 45, 50
45, 50, 5
45, 5, 50
50, 45, 5
50, 5, 45
5, 49, 46
5, 46, 49
46, 49, 5
46, 5, 49
49, 46, 5
49, 5, 46
5, 48, 47
5, 47, 48
47, 48, 5
47, 5, 48
48, 47, 5
48, 5, 47
6, 88, 6
6, 6, 88
88, 6, 6
6, 87, 7
6, 7, 87
7, 87, 6
7, 6, 87
87, 7, 6
87, 6, 7
6, 86, 8
6, 8, 86
8, 86, 6
8, 6, 86
86, 8, 6
86, 6, 8
6, 85, 9
6, 9, 85
9, 85, 6
9, 6, 85
85, 9, 6
85, 6, 9
6, 84, 10
6, 10, 84
10, 84, 6
10, 6, 84
84, 10, 6
84, 6, 10
6, 83, 11
6, 11, 83
11, 83, 6
11, 6, 83
83, 11, 6
83, 6, 11
6, 82, 12
6, 12, 82
12, 82, 6
12, 6, 82
82, 12, 6
82, 6, 12
6, 81, 13
6, 13, 81
13, 81, 6
13, 6, 81
81, 13, 6
81, 6, 13
6, 80, 14
6, 14, 80
14, 80, 6
14, 6, 80
80, 14, 6
80, 6, 14
6, 79, 15
6, 15, 79
15, 79, 6
15, 6, 79
79, 15, 6
79, 6, 15
6, 78, 16
6, 16, 78
16, 78, 6
16, 6, 78
78, 16, 6
78, 6, 16
6, 77, 17
6, 17, 77
17, 77, 6
17, 6, 77
77, 17, 6
77, 6, 17
6, 76, 18
6, 18, 76
18, 76, 6
18, 6, 76
76, 18, 6
76, 6, 18
6, 75, 19
6, 19, 75
19, 75, 6
19, 6, 75
75, 19, 6
75, 6, 19
6, 74, 20
6, 20, 74
20, 74, 6
